leg,game_idx,task_type,won,steps,invalid_actions,tokens_in,tokens_out,elapsed_s,gamefile
L1-control-deepseek,91,pick_clean_then_place,0,49,34,114184,517,41.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Cloth-None-Cabinet-424/trial_T20190908_022436_073995/game.tw-pddl
L1-control-deepseek,92,pick_clean_then_place,0,49,36,111672,296,39.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032543_712058/game.tw-pddl
L1-control-deepseek,93,pick_clean_then_place,0,49,28,123033,404,39.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080800_275989/game.tw-pddl
L1-control-deepseek,94,look_at_obj,0,49,44,91530,258,35.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_201444_037645/game.tw-pddl
L1-control-deepseek,95,pick_cool_then_place,0,49,42,106012,261,36.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121710_650938/game.tw-pddl
L1-control-deepseek,96,pick_heat_then_place,0,49,26,113521,625,41.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021100_341887/game.tw-pddl
L1-control-deepseek,97,pick_clean_then_place,0,49,20,131496,1405,45.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_214946_567644/game.tw-pddl
L1-control-deepseek,98,look_at_obj,0,49,44,93003,280,36.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_161733_213242/game.tw-pddl
L1-control-deepseek,99,pick_and_place,0,49,43,83754,291,35.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Mug-None-Desk-308/trial_T20190909_203041_433487/game.tw-pddl
L1-control-deepseek,100,look_at_obj,0,49,14,133116,2124,47.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222951_616606/game.tw-pddl
L1-control-deepseek,101,look_at_obj,0,49,37,100987,304,36.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Book-None-DeskLamp-308/trial_T20190908_020029_636862/game.tw-pddl
L1-control-deepseek,102,pick_two_obj,0,49,28,111957,766,37.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064053_839817/game.tw-pddl
L1-control-deepseek,103,pick_cool_then_place,0,49,31,126684,754,38.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091835_825830/game.tw-pddl
L1-control-deepseek,104,look_at_obj,1,7,1,11501,81,6.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222917_366542/game.tw-pddl
L1-control-deepseek,105,look_at_obj,1,3,0,4731,19,2.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_142046_281296/game.tw-pddl
L1-control-deepseek,106,pick_heat_then_place,0,49,26,121680,1040,45.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113432_673307/game.tw-pddl
L1-control-deepseek,107,pick_clean_then_place,0,49,18,126964,1180,43.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074045_109439/game.tw-pddl
L1-control-deepseek,108,pick_two_obj,0,49,27,111732,365,34.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064309_357168/game.tw-pddl
L1-control-deepseek,109,pick_and_place,0,49,28,89667,802,38.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004351_281384/game.tw-pddl
L1-control-deepseek,110,pick_and_place,0,49,47,79825,244,34.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205221_748352/game.tw-pddl
L1-control-deepseek,111,pick_cool_then_place,0,49,29,132759,999,41.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_123133_763972/game.tw-pddl
L1-control-deepseek,112,pick_two_obj,0,49,38,94144,252,34.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-CD-None-Safe-308/trial_T20190907_051056_585414/game.tw-pddl
L1-control-deepseek,113,pick_clean_then_place,0,49,25,126165,866,42.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120632_691361/game.tw-pddl
L1-control-deepseek,114,pick_two_obj,0,49,31,108546,372,38.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-ToiletPaper-None-Cabinet-424/trial_T20190906_202926_527010/game.tw-pddl
L1-control-deepseek,115,pick_cool_then_place,0,49,28,134712,1019,43.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091747_866951/game.tw-pddl
L1-control-deepseek,116,pick_cool_then_place,0,49,43,107597,268,36.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121635_622676/game.tw-pddl
L1-control-deepseek,117,pick_two_obj,0,49,23,114012,652,38.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064221_368939/game.tw-pddl
L1-control-deepseek,118,pick_cool_then_place,0,49,40,114959,602,42.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102710_795182/game.tw-pddl
L1-control-deepseek,119,pick_clean_then_place,0,49,22,143808,1919,46.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213420_728917/game.tw-pddl
L1-control-deepseek,120,pick_clean_then_place,0,49,17,133753,1523,48.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074106_050405/game.tw-pddl
L1-control-deepseek,121,pick_cool_then_place,0,49,9,157956,1822,47.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_174840_771703/game.tw-pddl
L1-control-deepseek,122,pick_clean_then_place,0,49,36,110014,270,36.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032518_891433/game.tw-pddl
L1-control-deepseek,123,pick_clean_then_place,0,49,28,134361,899,42.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213356_017769/game.tw-pddl
L1-control-deepseek,124,pick_heat_then_place,0,49,31,100130,296,38.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171933_349922/game.tw-pddl
L1-control-deepseek,125,pick_and_place,0,49,19,105995,799,41.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021728_339782/game.tw-pddl
L1-control-deepseek,126,pick_clean_then_place,0,49,30,123879,527,37.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061130_844814/game.tw-pddl
L1-control-deepseek,127,pick_and_place,0,49,47,79966,244,36.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205204_244321/game.tw-pddl
L1-control-deepseek,128,pick_cool_then_place,0,49,38,112516,569,40.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033157_424297/game.tw-pddl
L1-control-deepseek,129,pick_cool_then_place,0,49,34,121611,792,38.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183715_299073/game.tw-pddl
L1-control-deepseek,130,pick_heat_then_place,0,49,19,117154,1239,43.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113610_425142/game.tw-pddl
L1-control-deepseek,131,pick_cool_then_place,0,49,39,114500,566,37.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183853_958104/game.tw-pddl
L1-control-deepseek,132,pick_heat_then_place,0,49,34,106443,330,35.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083346_800823/game.tw-pddl
L1-control-deepseek,133,pick_clean_then_place,0,49,18,151131,2576,49.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221355_558505/game.tw-pddl
L2-control-student,0,look_at_obj,1,45,12,94674,659,169.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133919_856963/game.tw-pddl
L2-control-student,1,pick_two_obj,0,49,29,108629,544,173.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064221_368939/game.tw-pddl
L2-control-student,2,pick_cool_then_place,0,49,22,128193,1158,216.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102710_795182/game.tw-pddl
L2-control-student,3,pick_clean_then_place,0,49,31,124287,585,217.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213420_728917/game.tw-pddl
L2-control-student,4,pick_clean_then_place,0,49,4,134927,2162,193.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-424/trial_T20190907_074106_050405/game.tw-pddl
L2-control-student,5,pick_cool_then_place,0,49,14,154221,1975,235.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_174840_771703/game.tw-pddl
L2-control-student,6,pick_clean_then_place,0,49,34,110786,273,208.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032518_891433/game.tw-pddl
L2-control-student,7,pick_clean_then_place,0,49,26,140596,1476,227.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213356_017769/game.tw-pddl
L2-control-student,8,pick_heat_then_place,0,49,32,107640,768,175.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171933_349922/game.tw-pddl
L2-control-student,9,pick_and_place,0,49,27,103369,649,184.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021728_339782/game.tw-pddl
L2-control-student,10,pick_clean_then_place,0,49,16,128318,990,204.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061130_844814/game.tw-pddl
L2-control-student,11,pick_and_place,0,49,46,80511,257,205.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205204_244321/game.tw-pddl
L2-control-student,12,pick_cool_then_place,0,49,41,110410,413,210.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033157_424297/game.tw-pddl
L2-control-student,13,pick_cool_then_place,0,49,22,134863,1376,242.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183715_299073/game.tw-pddl
L2-control-student,14,pick_heat_then_place,0,49,2,106985,376,145.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113610_425142/game.tw-pddl
L2-control-student,15,pick_cool_then_place,0,49,17,129843,1485,241.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183853_958104/game.tw-pddl
L2-control-student,16,pick_heat_then_place,0,49,20,105228,444,162.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083346_800823/game.tw-pddl
L2-control-student,17,pick_clean_then_place,0,49,16,126926,1196,235.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221355_558505/game.tw-pddl
L2-control-student,18,pick_clean_then_place,0,49,14,123719,1276,231.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_214926_337906/game.tw-pddl
L2-control-student,19,pick_heat_then_place,0,49,24,107364,724,174.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083507_594820/game.tw-pddl
L2-control-student,20,pick_clean_then_place,0,49,35,111890,315,191.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110347_624008/game.tw-pddl
L2-control-student,21,pick_clean_then_place,0,49,14,110002,473,193.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Cloth-None-CounterTop-424/trial_T20190908_114340_674467/game.tw-pddl
L2-control-student,22,look_at_obj,1,34,8,67188,417,119.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133953_562557/game.tw-pddl
L2-control-student,23,pick_clean_then_place,0,49,26,136858,1408,217.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120712_273910/game.tw-pddl
L2-control-student,24,pick_and_place,0,49,21,107958,1045,193.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-PepperShaker-None-Drawer-10/trial_T20190906_184021_215264/game.tw-pddl
L2-control-student,25,pick_and_place,0,49,44,79499,270,200.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_122024_052056/game.tw-pddl
L2-control-student,26,pick_and_place,0,49,29,99174,894,163.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004404_604165/game.tw-pddl
L2-control-student,27,pick_and_place,0,49,23,103154,744,198.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191501_563086/game.tw-pddl
L2-control-student,28,pick_and_place,0,49,33,93668,259,172.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191429_743650/game.tw-pddl
L2-control-student,29,pick_cool_then_place,0,49,28,131503,1041,251.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_174807_646433/game.tw-pddl
L2-control-student,30,pick_and_place,0,49,46,80556,257,205.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074556_124850/game.tw-pddl
L2-control-student,31,pick_heat_then_place,0,49,11,110439,944,179.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145050_918567/game.tw-pddl
L2-control-student,32,pick_heat_then_place,0,49,19,112303,325,191.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145356_918528/game.tw-pddl
L2-control-student,33,look_at_obj,1,34,4,69227,381,123.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_141942_810052/game.tw-pddl
L2-control-student,34,pick_cool_then_place,1,5,0,9424,50,47.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114622_738670/game.tw-pddl
L2-control-student,35,pick_two_obj,0,49,46,95101,257,189.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163327_486300/game.tw-pddl
L2-control-student,36,pick_heat_then_place,0,49,18,107042,643,169.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083429_887065/game.tw-pddl
L2-control-student,37,pick_clean_then_place,0,49,32,112892,308,190.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110531_148235/game.tw-pddl
L2-control-student,38,look_at_obj,0,49,9,106973,753,177.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222933_607649/game.tw-pddl
L2-control-student,39,pick_cool_then_place,0,49,15,138207,1345,241.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183807_477267/game.tw-pddl
L2-control-student,40,pick_cool_then_place,0,49,11,143012,1414,228.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091811_414150/game.tw-pddl
L2-control-student,41,look_at_obj,1,30,6,58132,354,107.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220656_510400/game.tw-pddl
L2-control-student,42,pick_two_obj,0,49,46,95328,258,191.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_012027_782483/game.tw-pddl
L2-control-student,43,pick_two_obj,0,49,36,111177,266,165.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190908_010306_215435/game.tw-pddl
L2-control-student,44,pick_cool_then_place,0,49,18,128794,1169,233.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114545_244903/game.tw-pddl
L2-control-student,45,pick_and_place,0,49,43,79520,276,197.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_121952_610012/game.tw-pddl
L2-control-student,46,pick_and_place,0,49,19,95467,993,174.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004321_405868/game.tw-pddl
L2-control-student,47,pick_two_obj,0,49,23,112091,329,188.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190912_221016_460197/game.tw-pddl
L2-control-student,48,pick_clean_then_place,0,49,17,129945,1385,227.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213533_897289/game.tw-pddl
