id,trace_id,sequence,purpose,provider,provider_attempt,state,timeout_ms,quality_signals_json,usage_source,input_tokens,output_tokens,cost_micro_usd,error_code,created_at,completed_at,channel_id,client_id
1668,chatcmpl-5cc193c0928f4f35a39500c0677aa56e,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3378,2,,,2026-07-30 14:19:24.201099,2026-07-30 14:19:26.646807,dev,lobsterai
1669,chatcmpl-5cc193c0928f4f35a39500c0677aa56e,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3290,5,,,2026-07-30 14:19:24.201099,2026-07-30 14:19:26.646807,dev,lobsterai
1670,chatcmpl-75fc5ec1e2334cf688cc344a4a1f842a,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,3403,92,,,2026-07-30 14:19:26.678643,2026-07-30 14:19:31.524291,dev,lobsterai
1671,chatcmpl-222a8cf09ddb4684a021fb5f03f9c142,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,3500,92,,,2026-07-30 14:19:31.571281,2026-07-30 14:19:36.890216,dev,lobsterai
1672,chatcmpl-8baeceb68a6d4d1e9a674e09493892e7,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,1778,2,,,2026-07-30 14:19:37.168476,2026-07-30 14:19:46.704349,dev,lobsterai
1673,chatcmpl-8baeceb68a6d4d1e9a674e09493892e7,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1745,63,,,2026-07-30 14:19:37.168476,2026-07-30 14:19:46.704349,dev,lobsterai
1674,chatcmpl-472c2dfc23e7416f9a5d01d07a1f0225,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,1843,5,,,2026-07-30 14:19:46.727476,2026-07-30 14:19:55.475180,dev,lobsterai
1675,chatcmpl-ccaa0876ed904337b8f24b8b489333b5,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,1879,9,,,2026-07-30 14:19:55.511685,2026-07-30 14:20:04.782740,dev,lobsterai
1676,chatcmpl-2e9bb1f79b1946869a645a356b97edb4,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,1905,2,,,2026-07-30 14:20:04.820857,2026-07-30 14:20:14.503032,dev,lobsterai
1677,chatcmpl-2e9bb1f79b1946869a645a356b97edb4,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1877,7,,,2026-07-30 14:20:04.820857,2026-07-30 14:20:14.503032,dev,lobsterai
1678,chatcmpl-c7268731b6034d098cbcee1c534fb11f,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,1933,2,,,2026-07-30 14:20:14.530411,2026-07-30 14:20:24.539002,dev,lobsterai
1679,chatcmpl-c7268731b6034d098cbcee1c534fb11f,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1907,11,,,2026-07-30 14:20:14.530411,2026-07-30 14:20:24.539002,dev,lobsterai
1680,chatcmpl-a6bb735b0c2246fdbd55a8efc9814f38,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,1960,2,,,2026-07-30 14:20:24.560148,2026-07-30 14:20:34.581173,dev,lobsterai
1681,chatcmpl-a6bb735b0c2246fdbd55a8efc9814f38,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1935,5,,,2026-07-30 14:20:24.560148,2026-07-30 14:20:34.581173,dev,lobsterai
1682,chatcmpl-c34dd2d6fccf4591af8f9b963ca6584b,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,1982,2,,,2026-07-30 14:20:34.609416,2026-07-30 14:20:44.556176,dev,lobsterai
1683,chatcmpl-c34dd2d6fccf4591af8f9b963ca6584b,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1956,4,,,2026-07-30 14:20:34.609416,2026-07-30 14:20:44.556176,dev,lobsterai
1684,chatcmpl-e3162582f65f4aa28fc1f2d66061fbe0,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2010,2,,,2026-07-30 14:20:44.593986,2026-07-30 14:20:54.796227,dev,lobsterai
1685,chatcmpl-e3162582f65f4aa28fc1f2d66061fbe0,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1983,11,,,2026-07-30 14:20:44.593986,2026-07-30 14:20:54.796227,dev,lobsterai
1686,chatcmpl-d9b5d01c581b40efa42910d4c38ff994,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2027,2,,,2026-07-30 14:20:54.816254,2026-07-30 14:21:05.319178,dev,lobsterai
1687,chatcmpl-d9b5d01c581b40efa42910d4c38ff994,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,1999,39,,,2026-07-30 14:20:54.816254,2026-07-30 14:21:05.319178,dev,lobsterai
1688,chatcmpl-b65d28a469a247e6bba30ad95ad4fd23,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2072,5,,,2026-07-30 14:21:05.339140,2026-07-30 14:21:15.115375,dev,lobsterai
1689,chatcmpl-9957c3213c664927978df00fb55251a7,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2094,4,,,2026-07-30 14:21:15.135677,2026-07-30 14:21:24.936787,dev,lobsterai
1690,chatcmpl-4638e7430ae8412ba34c9ed94160884b,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2122,2,,,2026-07-30 14:21:24.977329,2026-07-30 14:21:26.384780,dev,lobsterai
1691,chatcmpl-4638e7430ae8412ba34c9ed94160884b,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2089,11,,,2026-07-30 14:21:24.977329,2026-07-30 14:21:26.384780,dev,lobsterai
1692,chatcmpl-6e9a48927d56443e8ca242125334dcc7,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2139,2,,,2026-07-30 14:21:26.405538,2026-07-30 14:21:27.978104,dev,lobsterai
1693,chatcmpl-6e9a48927d56443e8ca242125334dcc7,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2105,5,,,2026-07-30 14:21:26.405538,2026-07-30 14:21:27.978104,dev,lobsterai
1694,chatcmpl-2f8aca687f254f54ac8f7deae59edffc,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2161,4,,,2026-07-30 14:21:27.997679,2026-07-30 14:21:29.012012,dev,lobsterai
1695,chatcmpl-e600c74931824ff99034ab39c8542526,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2189,2,,,2026-07-30 14:21:29.032605,2026-07-30 14:21:30.659462,dev,lobsterai
1696,chatcmpl-e600c74931824ff99034ab39c8542526,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2153,11,,,2026-07-30 14:21:29.032605,2026-07-30 14:21:30.659462,dev,lobsterai
1697,chatcmpl-a3939596ee754acdacbdaf3c7bc4332d,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2206,2,,,2026-07-30 14:21:30.682543,2026-07-30 14:21:32.582231,dev,lobsterai
1698,chatcmpl-a3939596ee754acdacbdaf3c7bc4332d,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2169,5,,,2026-07-30 14:21:30.682543,2026-07-30 14:21:32.582231,dev,lobsterai
1699,chatcmpl-8e15dc1bd4034abd9205f50729cc8c5d,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2228,2,,,2026-07-30 14:21:32.605343,2026-07-30 14:21:34.436219,dev,lobsterai
1700,chatcmpl-8e15dc1bd4034abd9205f50729cc8c5d,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2190,4,,,2026-07-30 14:21:32.605343,2026-07-30 14:21:34.436219,dev,lobsterai
1701,chatcmpl-8ff6d19542cc4790881a20c1b2576b8a,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2265,2,,,2026-07-30 14:21:34.472349,2026-07-30 14:21:36.486980,dev,lobsterai
1702,chatcmpl-8ff6d19542cc4790881a20c1b2576b8a,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2226,11,,,2026-07-30 14:21:34.472349,2026-07-30 14:21:36.486980,dev,lobsterai
1703,chatcmpl-6a5aa01a5d6d4d26bd36de6bb2a1ef4d,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2282,2,,,2026-07-30 14:21:36.512316,2026-07-30 14:21:39.303695,dev,lobsterai
1704,chatcmpl-6a5aa01a5d6d4d26bd36de6bb2a1ef4d,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2242,70,,,2026-07-30 14:21:36.512316,2026-07-30 14:21:39.303695,dev,lobsterai
1705,chatcmpl-61a021e21c6d4ecd9941855805bf5114,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2357,56,,,2026-07-30 14:21:39.326306,2026-07-30 14:21:42.879085,dev,lobsterai
1706,chatcmpl-6601d03b23cb49978ad812dfa614cb1a,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2418,23,,,2026-07-30 14:21:42.905155,2026-07-30 14:21:45.678873,dev,lobsterai
1707,chatcmpl-e759fe22bfb74f8c8a7dfd73915cbd41,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2446,9,,,2026-07-30 14:21:45.706497,2026-07-30 14:21:48.224181,dev,lobsterai
1708,chatcmpl-a4e61bfb5c624190b297abfcca342557,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2461,2,,,2026-07-30 14:21:48.242719,2026-07-30 14:21:51.733031,dev,lobsterai
1709,chatcmpl-a4e61bfb5c624190b297abfcca342557,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2412,44,,,2026-07-30 14:21:48.242719,2026-07-30 14:21:51.733031,dev,lobsterai
1710,chatcmpl-c5a6e08e7b674d849da54858b5faa317,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2508,6,,,2026-07-30 14:21:51.757046,2026-07-30 14:21:54.412005,dev,lobsterai
1711,chatcmpl-e775e3d9dc074c35bd15b6aece5bda45,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2536,2,,,2026-07-30 14:21:54.448139,2026-07-30 14:21:57.662927,dev,lobsterai
1712,chatcmpl-e775e3d9dc074c35bd15b6aece5bda45,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2489,11,,,2026-07-30 14:21:54.448139,2026-07-30 14:21:57.662927,dev,lobsterai
1713,chatcmpl-5ae2f94db8fd4d17b1b4311c383a783e,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2563,2,,,2026-07-30 14:21:57.689419,2026-07-30 14:22:01.456468,dev,lobsterai
1714,chatcmpl-5ae2f94db8fd4d17b1b4311c383a783e,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2517,9,,,2026-07-30 14:21:57.689419,2026-07-30 14:22:01.456468,dev,lobsterai
1715,chatcmpl-4fd8e2a3805b407abf5c1f222592f829,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2578,2,,,2026-07-30 14:22:01.475202,2026-07-30 14:22:06.050262,dev,lobsterai
1716,chatcmpl-4fd8e2a3805b407abf5c1f222592f829,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2531,76,,,2026-07-30 14:22:01.475202,2026-07-30 14:22:06.050262,dev,lobsterai
1717,chatcmpl-0d590a69e1004c1c808d971ad1530f20,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2660,15,,,2026-07-30 14:22:06.071872,2026-07-30 14:22:09.772761,dev,lobsterai
1718,chatcmpl-27d62fa1b34b42f8bebae9f8bf15d0d7,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2680,9,,,2026-07-30 14:22:09.810064,2026-07-30 14:22:13.247528,dev,lobsterai
1719,chatcmpl-3f6b9083fb0a4810a8ac7538554ad011,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2695,2,,,2026-07-30 14:22:13.273505,2026-07-30 14:22:17.812026,dev,lobsterai
1720,chatcmpl-3f6b9083fb0a4810a8ac7538554ad011,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2642,44,,,2026-07-30 14:22:13.273505,2026-07-30 14:22:17.812026,dev,lobsterai
1721,chatcmpl-bd0cd6e1c2744544b012257b7b00d226,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2742,15,,,2026-07-30 14:22:17.838286,2026-07-30 14:22:21.805149,dev,lobsterai
1722,chatcmpl-be6d1f7caaed4b3b8bd84b8c933ece6f,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2762,2,,,2026-07-30 14:22:21.839267,2026-07-30 14:22:26.229174,dev,lobsterai
1723,chatcmpl-be6d1f7caaed4b3b8bd84b8c933ece6f,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2707,9,,,2026-07-30 14:22:21.839267,2026-07-30 14:22:26.229174,dev,lobsterai
1724,chatcmpl-ee9d7d557847461786afc983fce0bd6e,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2777,2,,,2026-07-30 14:22:26.258856,2026-07-30 14:22:31.768649,dev,lobsterai
1725,chatcmpl-ee9d7d557847461786afc983fce0bd6e,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2721,94,,,2026-07-30 14:22:26.258856,2026-07-30 14:22:31.768649,dev,lobsterai
1726,chatcmpl-7f7cebce84d34403abb4fcda50781632,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2877,16,,,2026-07-30 14:22:31.794100,2026-07-30 14:22:36.394370,dev,lobsterai
1727,chatcmpl-1b14e37c8f2b4b519d45820cb147a147,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2898,11,,,2026-07-30 14:22:36.420007,2026-07-30 14:22:41.007529,dev,lobsterai
1728,chatcmpl-db4bee534ede466bae47d26ecc377613,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2915,2,,,2026-07-30 14:22:41.034267,2026-07-30 14:22:46.515385,dev,lobsterai
1729,chatcmpl-db4bee534ede466bae47d26ecc377613,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2853,44,,,2026-07-30 14:22:41.034267,2026-07-30 14:22:46.515385,dev,lobsterai
1730,chatcmpl-aee8e49f1ab849a489a0a41340be85a0,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,2962,15,,,2026-07-30 14:22:46.535771,2026-07-30 14:22:51.525444,dev,lobsterai
1731,chatcmpl-9cb22422c9c842869d2598553c25deea,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2982,2,,,2026-07-30 14:22:51.546243,2026-07-30 14:22:57.144212,dev,lobsterai
1732,chatcmpl-9cb22422c9c842869d2598553c25deea,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2918,9,,,2026-07-30 14:22:51.546243,2026-07-30 14:22:57.144212,dev,lobsterai
1733,chatcmpl-87b77f09d48e4cd49d107fd974b71cd1,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,2997,2,,,2026-07-30 14:22:57.170615,2026-07-30 14:23:03.191069,dev,lobsterai
1734,chatcmpl-87b77f09d48e4cd49d107fd974b71cd1,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,2932,93,,,2026-07-30 14:22:57.170615,2026-07-30 14:23:03.191069,dev,lobsterai
1735,chatcmpl-a462d12553f847de8374246c4129c2c4,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,3096,15,,,2026-07-30 14:23:03.225040,2026-07-30 14:23:08.897879,dev,lobsterai
1736,chatcmpl-32d41716f6e24d34acc42367089bdb03,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3116,2,,,2026-07-30 14:23:08.924483,2026-07-30 14:23:10.259498,dev,lobsterai
1737,chatcmpl-32d41716f6e24d34acc42367089bdb03,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3046,9,,,2026-07-30 14:23:08.924483,2026-07-30 14:23:10.259498,dev,lobsterai
1738,chatcmpl-6ba19c3555be48e9a8f2b5b4dca667d2,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3131,2,,,2026-07-30 14:23:10.278882,2026-07-30 14:23:12.002410,dev,lobsterai
1739,chatcmpl-6ba19c3555be48e9a8f2b5b4dca667d2,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3060,44,,,2026-07-30 14:23:10.278882,2026-07-30 14:23:12.002410,dev,lobsterai
1740,chatcmpl-9cf903daf4e545b7a189a1e028a76613,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false}",provider,3178,15,,,2026-07-30 14:23:12.034056,2026-07-30 14:23:13.402758,dev,lobsterai
1741,chatcmpl-94c4894393764054ad8ea0098f293c34,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3198,2,,,2026-07-30 14:23:13.429134,2026-07-30 14:23:14.931683,dev,lobsterai
1742,chatcmpl-94c4894393764054ad8ea0098f293c34,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3125,9,,,2026-07-30 14:23:13.429134,2026-07-30 14:23:14.931683,dev,lobsterai
1743,chatcmpl-bde491329244469b99fc303325642c70,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3213,2,,,2026-07-30 14:23:14.957567,2026-07-30 14:23:17.430635,dev,lobsterai
1744,chatcmpl-bde491329244469b99fc303325642c70,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3139,92,,,2026-07-30 14:23:14.957567,2026-07-30 14:23:17.430635,dev,lobsterai
1745,chatcmpl-ddc62311562c4b27b9090bf96c41b303,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3311,2,,,2026-07-30 14:23:17.459893,2026-07-30 14:23:19.583437,dev,lobsterai
1746,chatcmpl-ddc62311562c4b27b9090bf96c41b303,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3234,9,,,2026-07-30 14:23:17.459893,2026-07-30 14:23:19.583437,dev,lobsterai
1747,chatcmpl-2be1076272fe44c9bb3afb180f8b50b0,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3326,2,,,2026-07-30 14:23:19.612726,2026-07-30 14:23:22.445755,dev,lobsterai
1748,chatcmpl-2be1076272fe44c9bb3afb180f8b50b0,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3248,90,,,2026-07-30 14:23:19.612726,2026-07-30 14:23:22.445755,dev,lobsterai
1749,chatcmpl-18fae35a59a54166b70cedf48d167264,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3422,2,,,2026-07-30 14:23:22.465911,2026-07-30 14:23:25.073782,dev,lobsterai
1750,chatcmpl-18fae35a59a54166b70cedf48d167264,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3341,11,,,2026-07-30 14:23:22.465911,2026-07-30 14:23:25.073782,dev,lobsterai
1751,chatcmpl-bec589f8da0a46949989440911648f11,1,primary,omlx,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": true, ""forced_tool_missing"": false}",provider,3439,2,,,2026-07-30 14:23:25.100445,2026-07-30 14:23:28.397921,dev,lobsterai
1752,chatcmpl-bec589f8da0a46949989440911648f11,2,escalation,deepseek,0,succeeded,120000,"{""finish_reason"": ""stop"", ""has_tool_calls"": false, ""empty_output"": false, ""forced_tool_missing"": false, ""escalation_reason"": ""empty_output""}",provider,3357,90,,,2026-07-30 14:23:25.100445,2026-07-30 14:23:28.397921,dev,lobsterai
