request_id,ts,model,stream,retrieved_count,retrieved_ids,retrieved_kinds,hit,finish_reason,prompt_tokens,completion_tokens,latency_ms,error
req-jw,2026-08-03T04:52:15.230Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3479,
req-jx,2026-08-03T04:52:18.771Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3644,
req-jy,2026-08-03T04:52:22.779Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4027,
req-jz,2026-08-03T04:52:26.835Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4081,
req-k0,2026-08-03T04:52:30.965Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4129,
req-k1,2026-08-03T04:52:35.132Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f"",""ev-892e75bea953d1df""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4337,
req-k2,2026-08-03T04:52:39.517Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,13616,
req-k3,2026-08-03T04:52:53.178Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4622,
req-k4,2026-08-03T04:52:57.848Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4664,
req-k5,2026-08-03T04:53:02.570Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4"",""ev-725d6d7248370563"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4711,
req-k6,2026-08-03T04:53:07.349Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,13814,
req-k7,2026-08-03T04:53:21.220Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4735,
req-k8,2026-08-03T04:53:25.999Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5078,
req-k9,2026-08-03T04:53:31.150Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5097,
req-ka,2026-08-03T04:53:36.296Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5042,
req-kb,2026-08-03T04:53:41.623Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5435,
req-kc,2026-08-03T04:53:47.095Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5604,
req-kd,2026-08-03T04:53:52.727Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5354,
req-ke,2026-08-03T04:53:58.138Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5733,
req-kf,2026-08-03T04:54:03.933Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5702,
req-kg,2026-08-03T04:54:09.686Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6087,
req-kh,2026-08-03T04:54:15.821Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-71435fb518930787"",""ev-bbadfa00dfca090f""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6271,
req-ki,2026-08-03T04:54:22.644Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""ev-157a481c66267629"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-d2442128cc7afe72""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,5605,
req-kj,2026-08-03T04:54:28.301Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,12376,
req-kk,2026-08-03T04:54:40.716Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-503a455ad184cb20"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3894,
req-kl,2026-08-03T04:54:44.649Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-503a455ad184cb20"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3087,
req-km,2026-08-03T04:54:47.809Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-0fd78b3f267c0ac4"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,2619,
req-kn,2026-08-03T04:54:51.240Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""ev-157a481c66267629"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""exp-34e3b89e65b15b74""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow""]",1,stop,0,0,7467,
req-ko,2026-08-03T04:54:59.262Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""ev-157a481c66267629"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow""]",1,stop,0,0,5928,
req-kp,2026-08-03T04:55:05.268Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,10967,
req-kq,2026-08-03T04:55:16.266Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,11006,
req-kr,2026-08-03T04:55:27.336Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,1267,
req-ks,2026-08-03T04:55:28.660Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,1714,
req-kt,2026-08-03T04:55:30.427Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3307,
req-ku,2026-08-03T04:55:33.792Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2905,
req-kv,2026-08-03T04:55:36.774Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2928,
req-kw,2026-08-03T04:55:39.737Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,9599,
req-kx,2026-08-03T04:55:49.384Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,7935,
req-ky,2026-08-03T04:55:57.378Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2563,
req-kz,2026-08-03T04:55:59.988Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,4391,
req-l0,2026-08-03T04:56:04.464Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,15139,
req-l1,2026-08-03T04:56:19.660Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3170,
req-l2,2026-08-03T04:56:22.865Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3908,
req-l3,2026-08-03T04:56:26.804Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,6150,
req-l4,2026-08-03T04:56:32.985Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,4846,
req-l5,2026-08-03T04:56:37.898Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,4012,
req-l6,2026-08-03T04:56:41.962Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,4649,
req-l7,2026-08-03T04:56:46.640Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-63c66aa29e38a7ed"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-45a38cbe4194237c""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,6344,
